user_id,basket_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,,,
757c8703-3bef-437a-af20-e45762596aee,51,oliveoil,honey,mineralwater,,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,52,eggs,spaghetti,chocolate,milk,frenchfries,greentea,burgers,turkey,tomatoes,,,
757c8703-3bef-437a-af20-e45762596aee,53,groundbeef,soup,cookies,,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,54,frozenvegetables,pancakes,energybar,oliveoil,honey,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,55,mineralwater,eggs,spaghetti,,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,56,chocolate,milk,frenchfries,greentea,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,57,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,energybar,,,
757c8703-3bef-437a-af20-e45762596aee,58,oliveoil,honey,mineralwater,eggs,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,59,spaghetti,chocolate,milk,frenchfries,greentea,burgers,,,,,,
757c8703-3bef-437a-af20-e45762596aee,60,turkey,tomatoes,groundbeef,soup,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,61,cookies,frozenvegetables,pancakes,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,,,
757c8703-3bef-437a-af20-e45762596aee,62,chocolate,milk,frenchfries,,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,63,greentea,burgers,turkey,,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,64,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,energybar,,,,,
757c8703-3bef-437a-af20-e45762596aee,65,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,greentea,,,
757c8703-3bef-437a-af20-e45762596aee,66,burgers,turkey,tomatoes,groundbeef,soup,cookies,,,,,,
757c8703-3bef-437a-af20-e45762596aee,67,frozenvegetables,pancakes,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,,,,
757c8703-3bef-437a-af20-e45762596aee,68,chocolate,milk,frenchfries,greentea,burgers,turkey,tomatoes,groundbeef,soup,,,
757c8703-3bef-437a-af20-e45762596aee,69,cookies,frozenvegetables,pancakes,energybar,,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,70,oliveoil,honey,mineralwater,eggs,spaghetti,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,71,chocolate,milk,frenchfries,greentea,burgers,,,,,,,
757c8703-3bef-437a-af20-e45762596aee,72,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,energybar,oliveoil,,,
757c8703-3bef-437a-af20-e45762596aee,73,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,greentea,burgers,,,
757c8703-3bef-437a-af20-e45762596aee,74,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,,,
757c8703-3bef-437a-af20-e45762596aee,75,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,76,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,77,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,78,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,79,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,80,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,81,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,82,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,83,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,84,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,85,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,86,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,87,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,88,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,89,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,90,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,91,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,92,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,93,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,94,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,95,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,96,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,97,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,98,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,99,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,100,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,101,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,102,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,103,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,104,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,105,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,106,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,107,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,108,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,109,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,110,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,111,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,112,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,113,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,114,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,115,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,116,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,117,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,118,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,119,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,120,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,121,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,122,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,123,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,124,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,125,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,126,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,127,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,128,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,129,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,130,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,131,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,132,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,133,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,134,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,135,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,136,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,137,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,138,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,139,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,140,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,141,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,142,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,143,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,144,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,145,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,146,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,147,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,148,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
757c8703-3bef-437a-af20-e45762596aee,149,energybar,oliveoil,honey,mineralwater,eggs,spaghetti,chocolate,milk,frenchfries,,,
757c8703-3bef-437a-af20-e45762596aee,150,greentea,burgers,turkey,tomatoes,groundbeef,soup,cookies,frozenvegetables,pancakes,,,
,,,,,,,,,,,,,
